year,month,precip,TMAX,TMIN,TAVG,ET,DIF
2010,3,66.88,8.07,-3.38,2.34,44.4,11.4554838709677
2010,4,4.58,18.44,2.59,10.52,97.07,15.8473333333333
2010,5,104.87,25.5,9.65,17.58,152.72,15.848064516129
2010,6,88.66,25.6,11.54,18.57,158.34,14.0616666666667
2010,7,45.97,31.07,16.13,23.6,193.99,14.9351612903226
2010,8,71.86,29.73,14.06,21.89,176.55,15.6722580645161
2010,9,256.62,23.04,8.83,15.93,116.17,14.2126666666667
2010,10,110.35,18.28,5.28,11.78,76.72,12.9990322580645
2010,11,113.1,11.38,1.02,6.2,37.57,10.3563333333333
2010,12,63.62,4.13,-5.73,-0.8,19.94,9.85838709677419
2011,1,182.06,6.19,-5.65,0.27,22.28,11.8335483870968
2011,2,81.06,4.21,-7.48,-1.64,23.32,11.6910714285714
2011,3,112.62,11.42,-1.15,5.13,52.95,12.5687096774194
2011,4,62.51,18.32,4.27,11.3,71.01,14.045
2011,5,104.02,22.26,7.61,14.93,107.89,14.6503225806452
2011,6,116.88,28.89,14.14,21.52,163.71,14.744
2011,7,112.16,30.78,17.53,24.15,177.29,13.2474193548387
2011,8,139.44,28.16,14.64,21.4,174.76,13.5183870967742
2011,9,111.17,23.06,9.96,16.51,139.53,13.1013333333333
2011,10,207.92,19.29,4.24,11.76,104.78,15.0529032258064
2011,11,210.79,11.92,2.08,7,55.97,9.84266666666667
2011,12,96.5,5.84,-3.66,1.09,28.33,9.50225806451613
2012,1,50.26,-0.28,-12.48,-6.38,14.91,12.2035483870968
2012,2,97.97,4.16,-8.27,-2.05,19.9,12.4346428571429
2012,3,180.04,6.1,-4.7,0.7,25.65,10.7941935483871
2012,4,148.61,16.25,2.57,9.41,65.53,13.6796666666667
2012,5,90.25,23.3,8.49,15.89,84.42,14.8009677419355
2012,6,51.44,27.71,12.4,20.05,127.56,15.3153333333333
2012,7,168.6,29.68,16.62,23.15,160.44,13.0525806451613
2012,8,225.2,29,15.56,22.28,170.55,13.4316129032258
2012,9,43.64,23.2,7.3,15.25,159.82,15.9033333333333
2012,10,68.95,17.71,3.25,10.48,120.84,14.4645161290323
2012,11,112.92,10.05,-1.27,4.39,68.21,11.3223333333333
2012,12,122.86,6.08,-4.36,0.86,43.39,10.4474193548387
2013,1,205.26,1.8,-8.73,-3.47,22.63,10.5325806451613
2013,2,130.85,5.89,-3.58,1.16,21.8,9.475
2013,3,76.21,8.05,-2.62,2.71,24.01,10.6616129032258
2013,4,80.09,16.64,2.19,9.42,43.66,14.4496666666667
2013,5,114.98,22.88,9.59,16.24,80.81,13.2912903225806
2013,6,132.37,26.36,12.84,19.6,89.56,13.5203333333333
2013,7,76.85,30.03,16.95,23.49,128.6,13.0803225806452
2013,8,67.61,28.91,16.18,22.55,156.11,12.7283870967742
2013,9,123.83,24.14,11.98,18.06,145.21,12.162
2013,10,82.54,18.78,4.93,11.86,133.82,13.8483870967742
2013,11,173.26,11.61,0.86,6.23,88.57,10.7576666666667
2013,12,142.9,4.96,-5.37,-0.21,51.67,10.3348387096774
2014,1,27.59,-0.31,-13.78,-7.04,28.4,13.47
2014,2,66.1,4.66,-8.74,-2.04,28.06,13.3928571428571
2014,3,162.5,10.82,-1.25,4.78,29.31,12.07
2014,4,91.27,14.63,2.14,8.39,33.16,12.4866666666667
2014,5,169.19,22.99,8.21,15.6,54.18,14.7741935483871
2014,6,89.2,26.18,13.77,19.98,86.67,12.4133333333333
2014,7,129.67,29.9,16.98,23.44,96.52,12.9190322580645
2014,8,183.94,27.61,13.82,20.71,123.15,13.788064516129
2014,9,287.5,23.31,11.85,17.58,129.9,11.462
2014,10,308.45,16.85,4,10.43,117.49,12.8509677419355
2014,11,79.64,10.57,-0.17,5.2,91.4,10.74
2014,12,116.72,3.34,-7.18,-1.92,57.85,10.5177419354839
2015,1,29.57,4.63,-6.31,-0.84,51.26,10.9448387096774
2015,2,36.32,5.07,-9.17,-2.05,42.74,14.235
2015,3,85.64,6.22,-5.05,0.58,30.02,11.2703225806452
2015,4,115,14.57,2.21,8.39,34.4,12.3656666666667
2015,5,245.9,22.68,9.32,16,44.27,13.3545161290323
2015,6,126.48,25.88,13.53,19.7,55.62,12.354
2015,7,57.76,28.84,14.17,21.5,98.02,14.6674193548387
2015,8,227.6,27.86,15.56,21.71,90.23,12.2983870967742
2015,9,97.15,22.79,9.67,16.23,106.14,13.1206666666667
2015,10,69.47,16.99,4.12,10.55,110.31,12.8693548387097
2015,11,133.73,7.59,-2.9,2.35,75.77,10.4896666666667
2015,12,111.2,0.3,-11.86,-5.78,50.83,12.1567741935484
2016,1,29,2.92,-11.34,-4.21,57.64,14.2603225806452
2016,2,83.95,3.82,-9.02,-2.6,49.75,12.8332142857143
2016,3,162.9,10.27,-0.56,4.86,53.65,10.8329032258065
2016,4,102.64,16.57,3.08,9.82,49.37,13.4963333333333
2016,5,91.26,21.2,7.11,14.16,44.81,14.0906451612903
2016,6,76.03,25.68,11.21,18.45,49.41,14.4676666666667
2016,7,11.89,32.08,16.44,24.26,70.18,15.6367741935484
2016,8,13.02,29.9,13.63,21.77,103.95,16.2767741935484
2016,9,248.32,22.49,10.97,16.73,76.32,11.5213333333333
2016,10,142.33,17.33,3.76,10.55,89.92,13.5690322580645
2016,11,56.38,12.42,0.13,6.28,91.54,12.293
2016,12,74.89,5.01,-4.69,0.16,64.93,9.69483870967742
2017,1,71.05,-1.31,-12.32,-6.82,44.2,11.0138709677419
2017,2,22.94,4.05,-6.83,-1.39,60.82,10.8778571428571
2017,3,78.95,8.81,-2.75,3.03,64.69,11.5558064516129
2017,4,211.24,14.7,3.31,9.01,65.08,11.3883333333333
2017,5,228.28,19.76,7.43,13.6,53.65,12.3396774193548
2017,6,114.96,25.08,12.02,18.55,49.08,13.064
2017,7,137.95,28.74,16.69,22.72,50.42,12.0529032258065
2017,8,105.12,28.66,16.13,22.4,60.06,12.5370967741935
2017,9,34.58,26.21,13.58,19.89,87.23,12.6286666666667
2017,10,139.93,17.34,4.71,11.02,66.69,12.6248387096774
2017,11,203.96,10.6,-0.3,5.15,65.24,10.9006666666667
2017,12,17.82,7.99,-2.49,2.75,72.13,10.4761290322581
2018,1,141.06,1.88,-9.35,-3.73,54.74,11.2290322580645
2018,2,80.24,1.28,-10.96,-4.84,54.97,12.2425
2018,3,27.41,9.64,-1.76,3.94,82.45,11.3945161290323
2018,4,114.3,17.67,4.37,11.02,96.02,13.301
2018,5,88.2,23.91,9.19,16.55,94.82,14.7212903225806
2018,6,53.93,26.21,13.72,19.97,64.93,12.49
2018,7,151.16,28.05,15.25,21.65,52.73,12.8006451612903
2018,8,80.42,28.17,15.9,22.03,50.03,12.2793548387097
2018,9,71.11,22.93,9.49,16.21,52.6,13.4363333333333
2018,10,46.73,17.19,3.45,10.32,67.87,13.7412903225806
2018,11,12.74,11.28,-0.54,5.37,51.89,11.8233333333333
2018,12,85.38,3.29,-7.68,-2.19,44.51,10.968064516129
2019,1,249.58,2.35,-6.08,-1.86,50.15,8.42225806451613
2019,2,87.08,2.5,-8.69,-3.09,57.13,11.1917857142857
2019,3,84.12,5.12,-7.01,-0.95,71.16,12.1261290322581
2019,4,152.62,14.27,2.82,8.54,100.17,11.4536666666667
2019,5,97.54,19.73,5.39,12.56,105,14.3358064516129
2019,6,157.31,26.33,12.54,19.43,99.45,13.7856666666667
2019,7,77.42,29.62,16.27,22.95,72.43,13.3516129032258
2019,8,93.28,27.27,13.42,20.34,53.02,13.8464516129032
2019,9,140.68,21.33,8.3,14.82,42.19,13.0273333333333
2019,10,52.7,18.39,4.11,11.25,46.31,14.2729032258065
2019,11,50.28,9.47,-0.88,4.3,46.29,10.349
2019,12,122.81,5.86,-4.83,0.52,38.99,10.6838709677419
2020,1,198.49,2.72,-8.67,-2.98,43.08,11.3935483870968
2020,2,84.98,4.47,-9.37,-2.45,61.93,13.8421428571429
2020,3,193.78,6.07,-5.02,0.53,70.88,11.0961290322581
2020,4,127.38,18.15,4.83,11.49,129.62,13.318
2020,5,111.01,20.9,7.07,13.99,132.8,13.8261290322581
2020,6,203.16,24.75,12.66,18.71,115.94,12.086
2020,7,196.13,27.48,14.65,21.07,100.17,12.8354838709677
2020,8,271.9,26.34,15.18,20.76,62.67,11.1603225806452
2020,9,135.98,23.08,9.33,16.2,47.1,13.7513333333333
2020,10,92.48,17.62,2.49,10.06,38.84,15.1296774193548
2020,11,130.4,10.63,-0.48,5.07,32.17,11.1103333333333
2020,12,129.43,2.82,-8.26,-2.72,32.69,11.0816129032258
2021,1,109.97,0.68,-10.35,-4.84,28.04,11.0322580645161
2021,2,71.66,5.2,-4.63,0.29,48.84,9.83214285714286
2021,3,150.65,7.09,-5.01,1.04,71.05,12.0938709677419
2021,4,77.96,14.76,2.06,8.41,108.43,12.6963333333333
2021,5,97.09,23.15,7.62,15.38,158.55,15.5270967741935
2021,6,56.42,26.67,12.05,19.36,159.64,14.6193333333333
2021,7,52.06,29.27,15.37,22.32,136.65,13.9
2021,8,43.24,27.95,14.13,21.04,103.9,13.8270967741935
2021,9,154,25.29,11.57,18.43,65.29,13.7226666666667
2021,10,32.33,19.12,5.28,12.2,41.68,13.8348387096774
2021,11,139.61,10.42,-0.38,5.02,26.87,10.7963333333333
2021,12,63.67,4.37,-3.39,0.49,21.49,7.75451612903226
2022,1,87.64,1.4,-11.48,-5.04,29.82,12.881935483871
2022,2,110.76,2.14,-11.27,-4.56,31.56,13.405
2022,3,140.4,6.38,-3.71,1.33,52.34,10.0912903225806
2022,4,241.57,12.53,1.69,7.11,88.95,10.844
2022,5,94.79,18.12,4.92,11.52,123.72,13.2058064516129
2022,6,53.95,25.22,11.47,18.34,162.53,13.7536666666667
2022,7,58.09,29.95,14.01,21.98,178.44,15.9367741935484
2022,8,37.64,30.76,16.37,23.57,143.33,14.3864516129032
2022,9,117.96,23.82,9.1,16.46,94.58,14.7236666666667
2022,10,69.76,18.9,4.32,11.61,54.63,14.5796774193548
2022,11,51.7,10.2,-1.64,4.28,28.37,11.8346666666667
2022,12,77.94,4.14,-6.87,-1.37,19.54,11.0061290322581
2023,1,102.18,2.03,-10.56,-4.26,20.27,12.5887096774194
2023,2,70.03,5.15,-8.47,-1.66,38.8,13.6285714285714
2023,3,107.84,6.97,-4.76,1.1,42.16,11.7316129032258
2023,4,26.65,18.73,3.83,11.28,96.64,14.8956666666667
2023,5,42.97,26.35,9.13,17.74,159.91,17.2148387096774
2023,6,111.35,25.54,11.58,18.56,157.71,13.9556666666667
2023,7,109.99,31.01,17.35,24.18,188.07,13.651935483871
2023,8,14.26,31.95,17.61,24.78,181.17,14.3432258064516
2023,9,285.29,24.78,12.55,18.67,116.48,12.2263333333333
2023,10,98.89,17.83,2.46,10.15,78.8,15.3632258064516
2023,11,93.13,10.25,-1.19,4.53,36.75,11.444
2023,12,128.68,6.04,-3.39,1.33,21.95,9.43838709677419
2024,1,185.27,4.02,-5.67,-0.83,18.94,9.69645161290322
2024,2,37.02,5.38,-6.84,-0.73,25.18,12.2189285714286
2024,3,91.25,10.51,-0.06,5.23,48.75,10.5677419354839
2024,4,194.56,15.21,3.75,9.48,60.13,11.4563333333333
2024,5,214.73,19.03,6.56,12.8,93.06,12.4767741935484
2024,6,139.64,26.91,13.02,19.97,152.67,13.895
2024,7,19.96,31,16.11,23.55,185.25,14.8870967741935
2024,8,127.22,29.22,15.88,22.55,178.72,13.3454838709677
2024,9,240.88,23.25,8.85,16.05,144.35,14.404
2024,10,104.26,19.48,5.14,12.31,104.14,14.3338709677419
2024,11,71.04,12.37,1.48,6.93,58.7,10.888
2024,12,209.52,4.86,-6.45,-0.79,27.82,11.3070967741935
2025,1,30.29,0.8,-9.91,-4.56,16.19,10.7083870967742
2025,2,51.34,2.88,-9.92,-3.52,18.3,12.7953571428571
2025,3,73.74,6.5,-6.61,-0.05,27.12,13.1154838709677
2025,4,290.65,11.6,0.77,6.19,51.41,10.8326666666667
2025,5,111.94,21.4,7.45,14.42,78.36,13.9467741935484
2025,6,115.1,25.98,11.97,18.98,118.55,14.0146666666667
2025,7,152.86,28.91,14.72,21.81,161.89,14.1996774193548
2025,8,251.52,27.02,14.4,20.71,158.86,12.6203225806452
2025,9,226.09,24.33,12.21,18.27,152.29,12.1246666666667
2025,10,91.19,21.3,6.01,13.65,138.22,15.2977419354839
2025,11,80.7,10.05,-2.1,3.97,69.35,12.1563333333333
2025,12,144.94,4.96,-3.47,0.74,38.75,8.4358064516129
2026,1,62.93,1.08,-10.88,-4.9,21.69,11.9551612903226
2026,2,144.08,4.72,-7.76,-1.52,21.48,12.4746428571429
2026,3,167.4,8.64,-2.79,2.93,25.11,11.4232258064516
2026,4,34.78,15.46,2.33,8.89,40.81,13.122
2026,5,72.94,24.23,9.97,17.1,85.82,14.258064516129
2026,6,112.12,27.85,12.92,20.39,96.06,14.9233333333333
2026,7,107.96,27.69,14.63,21.16,121.22,13.0564516129032
2026,8,233.63,29.54,15.29,22.42,164.65,14.25
2026,9,94.54,27.3,12.19,19.75,169.48,15.114
2026,10,162.37,17.48,5.75,11.62,122.17,11.7303225806452
2026,11,139.69,13.04,0.73,6.88,97.31,12.3096666666667
2026,12,98.56,5.03,-5.52,-0.25,52.08,10.5496774193548
2027,1,50.87,4.97,-6.61,-0.82,41.58,11.5829032258065
2027,2,58.51,3.46,-6.41,-1.48,24.94,9.86821428571428
2027,3,58.87,7.72,-3.78,1.97,25.04,11.4925806451613
2027,4,223.37,17.25,4.58,10.92,36.64,12.6723333333333
2027,5,322.9,19.52,8.22,13.87,44.92,11.301935483871
2027,6,177.73,26.69,14.39,20.54,87.57,12.3
2027,7,64.78,28.47,15.84,22.16,92.48,12.6322580645161
2027,8,167.1,27.63,16.19,21.91,115.63,11.4358064516129
2027,9,30.85,26.54,12.74,19.64,150.82,13.7956666666667
2027,10,220.16,17.89,4.11,11,124.13,13.7783870967742
2027,11,158.05,10.04,-0.75,4.65,89.39,10.786
2027,12,95.09,4.54,-4.88,-0.17,60.82,9.42516129032258
2028,1,102.2,-0.71,-11.43,-6.07,35.1,10.7274193548387
2028,2,28.66,1.64,-10.74,-4.55,33.53,12.3807142857143
2028,3,61.1,7.72,-4.9,1.41,33.19,12.6141935483871
2028,4,164.02,13.36,1.27,7.31,32.63,12.097
2028,5,74.65,26.08,10.77,18.42,50.8,15.3093548387097
2028,6,167.86,26.03,12.3,19.16,57.8,13.7326666666667
2028,7,118.09,29.09,15.6,22.35,96,13.4841935483871
2028,8,121.98,28.78,14.47,21.63,97.13,14.3132258064516
2028,9,123.06,25.54,10.31,17.93,120.09,15.2383333333333
2028,10,42.62,17.35,4.11,10.73,112.57,13.2393548387097
2028,11,206.53,9.35,-0.16,4.6,80.18,9.50766666666667
2028,12,109.81,5.95,-5.07,0.44,73.41,11.0216129032258
2029,1,75.83,1.39,-8.69,-3.65,50.49,10.0874193548387
2029,2,87.9,0.72,-11.61,-5.44,39.65,12.3328571428571
2029,3,158.12,10.07,-0.88,4.59,53.31,10.9477419354839
2029,4,58.6,15.76,1.76,8.76,48.34,14.0033333333333
2029,5,181.92,24.43,12.15,18.29,47.25,12.2796774193548
2029,6,26.12,27.55,14.1,20.83,50.78,13.4533333333333
2029,7,76.13,29.58,15.71,22.65,63.55,13.8641935483871
2029,8,61.93,29.57,14.81,22.19,100.06,14.7616129032258
2029,9,96.74,24.89,11.1,18,86.56,13.789
2029,10,35.77,22.01,8.72,15.37,104.11,13.2887096774194
2029,11,87.98,11.36,0.1,5.73,85.65,11.2656666666667
2029,12,124.39,5.41,-5.22,0.1,67.75,10.6274193548387
2030,1,71.33,1.22,-10.59,-4.68,54.66,11.8122580645161
2030,2,25.85,0.73,-10.87,-5.07,48.72,11.5989285714286
2030,3,209.35,8.53,-3.18,2.68,64.01,11.7087096774194
2030,4,192.77,16.84,3.83,10.33,73,13.0106666666667
2030,5,159.25,21.21,8.79,15,56.23,12.4177419354839
2030,6,104.16,27.38,14.43,20.91,52.03,12.9476666666667
2030,7,50.88,28.34,14.84,21.59,51.86,13.4951612903226
2030,8,210.59,27.88,15.39,21.64,58.81,12.488064516129
2030,9,182.58,22.65,9.77,16.21,79.46,12.8756666666667
2030,10,237.54,15.18,3.06,9.12,61.03,12.1216129032258
2030,11,156.06,10.61,-1,4.81,66.34,11.6163333333333
2030,12,165.56,5.5,-3.31,1.09,60.84,8.81677419354839
2031,1,57.31,4.86,-4.18,0.34,63.31,9.0341935483871
2031,2,101.57,4.32,-8.15,-1.91,68.03,12.4742857142857
2031,3,165.98,11.49,-0.71,5.39,91.03,12.2061290322581
2031,4,181.81,16.81,2.96,9.89,94.13,13.8506666666667
2031,5,120.43,24.38,10.42,17.4,94.61,13.9593548387097
2031,6,89.18,28.06,13.73,20.89,71.25,14.3296666666667
2031,7,50.51,29.72,14.82,22.27,57.79,14.9006451612903
2031,8,63.68,30.61,16.29,23.45,55.94,14.3145161290323
2031,9,120.36,26.27,12.16,19.22,58.67,14.1053333333333
2031,10,108.89,18.56,3.59,11.08,72.75,14.968064516129
2031,11,150.88,11.55,1.09,6.32,50.79,10.4573333333333
2031,12,92.14,2.69,-7.64,-2.48,42.41,10.3287096774194
2032,1,74.58,-1.3,-15.25,-8.27,38.57,13.9406451612903
2032,2,77.87,4.41,-8.34,-1.96,65.66,12.75
2032,3,78.23,6.42,-5.12,0.65,76,11.5387096774194
2032,4,155.26,12.88,1.6,7.24,94.5,11.282
2032,5,75.53,19.11,5.45,12.28,101.54,13.6558064516129
2032,6,37.98,26.35,12.72,19.54,99.14,13.6233333333333
2032,7,98.44,29.77,16.31,23.04,72.9,13.4645161290323
2032,8,126.78,28.04,14.86,21.45,53.24,13.1835483870968
2032,9,147.37,23.36,10.31,16.84,44.85,13.055
2032,10,185.35,17.09,4.71,10.9,42.61,12.3790322580645
2032,11,33.11,10.73,-0.1,5.32,49.52,10.821
2032,12,173.82,4.78,-5.85,-0.53,36.67,10.6332258064516
2033,1,161.5,1.71,-8.84,-3.56,39.81,10.55
2033,2,97.56,-0.37,-12.42,-6.39,42.93,12.045
2033,3,179.15,5.85,-5.52,0.16,70.36,11.3787096774194
2033,4,101.92,16.43,2.79,9.61,122.74,13.6393333333333
2033,5,98.47,22.16,7.49,14.82,140.37,14.6661290322581
2033,6,290.27,26.48,13.99,20.24,122.81,12.4913333333333
2033,7,210.92,28.79,16.52,22.66,101.95,12.2683870967742
2033,8,125.64,28.05,14.62,21.33,69.74,13.4222580645161
2033,9,165.5,23.61,10.09,16.85,47.6,13.521
2033,10,153.48,18.04,5.58,11.81,37.46,12.4632258064516
2033,11,32.83,7.75,-3.09,2.33,27.97,10.84
2033,12,93.52,1.88,-10.7,-4.41,30.92,12.5783870967742
2034,1,101.16,4.82,-5.48,-0.33,36.52,10.3045161290323
2034,2,32.98,4.37,-6.17,-0.9,47.24,10.5392857142857
2034,3,72.26,7.81,-2.36,2.72,70.96,10.1641935483871
2034,4,10.13,19.25,2.73,10.99,135.87,16.5233333333333
2034,5,190.69,20.19,7.91,14.05,135.31,12.2787096774194
2034,6,191.86,26.59,14.74,20.66,148.75,11.8476666666667
2034,7,111.89,28.68,15.28,21.98,133.06,13.4074193548387
2034,8,103.7,28.85,14.84,21.84,106.73,14.0041935483871
2034,9,115.5,24.26,9.6,16.93,64.7,14.669
2034,10,101.06,16.23,3.3,9.77,37.03,12.9309677419355
2034,11,164.59,9.67,0.62,5.15,24.75,9.05433333333333
2034,12,58.99,5.71,-4.7,0.51,24.93,10.4158064516129
2035,1,74.35,-1.05,-13.25,-7.15,24.22,12.1983870967742
2035,2,149.81,4.38,-6.35,-0.99,35.85,10.7235714285714
2035,3,77.9,8.83,-3.64,2.59,62.03,12.4758064516129
2035,4,283.46,16.51,3.98,10.24,107.66,12.5326666666667
2035,5,187.84,23.09,7.96,15.52,150.51,15.1322580645161
2035,6,52.69,28.49,15.1,21.79,175.64,13.3843333333333
2035,7,126.26,29.5,16.43,22.96,165.57,13.0712903225806
2035,8,28,27.8,13.32,20.56,133.35,14.4822580645161
2035,9,249.41,24.07,12.13,18.1,89.23,11.936
2035,10,140.99,20.44,7.61,14.02,55.44,12.8264516129032
2035,11,181,10.01,-0.93,4.54,27.6,10.9396666666667
2035,12,76.18,4.91,-3.79,0.56,19.42,8.70870967741936
2036,1,82.56,0.74,-11.46,-5.36,18.33,12.1967741935484
2036,2,14.65,2.4,-9.71,-3.65,32.07,12.1103571428571
2036,3,205.24,10.57,-2.86,3.85,51.67,13.4274193548387
2036,4,63.31,15.49,1.74,8.61,84.33,13.7466666666667
2036,5,103.68,22.1,7.43,14.76,135.23,14.6632258064516
2036,6,66.32,27.46,13.27,20.36,166.92,14.1896666666667
2036,7,118,29.11,15.77,22.44,178.25,13.3454838709677
2036,8,37.76,27.7,13.97,20.83,160.85,13.7309677419355
2036,9,40.44,27.14,11.96,19.55,132.93,15.18
2036,10,156.94,17.77,4.26,11.02,76.18,13.5058064516129
2036,11,51.58,12.24,1.41,6.83,39.42,10.8256666666667
2036,12,76.56,5.47,-4.14,0.67,21.38,9.61
2037,1,46.9,-2.65,-15.42,-9.03,11.23,12.7725806451613
2037,2,128.21,4.33,-5.93,-0.8,22.97,10.2528571428571
2037,3,132.7,9.24,-2.3,3.47,47.04,11.5312903225806
2037,4,280.97,12.99,2.02,7.5,54.57,10.97
2037,5,189.17,20.86,8,14.43,99.49,12.8516129032258
2037,6,60.76,27.88,14.11,20.99,156.1,13.7693333333333
2037,7,236.88,28.69,16.01,22.35,165.98,12.6761290322581
2037,8,116.88,28.68,15.6,22.14,175.13,13.0777419354839
2037,9,152.33,25.94,12.5,19.22,152.47,13.439
2037,10,360.08,18.79,5.12,11.95,100.49,13.6693548387097
2037,11,86.58,10.15,-1.54,4.3,54.36,11.687
2037,12,144.01,3.68,-6.25,-1.28,25.32,9.93258064516129
2038,1,36.6,0.95,-11.51,-5.28,16.51,12.4632258064516
2038,2,74.02,4.61,-7.56,-1.48,20.41,12.1735714285714
2038,3,95.82,9.82,-1.86,3.98,31.42,11.6838709677419
2038,4,66.77,15.62,1.01,8.32,64.99,14.602
2038,5,186.08,22.03,8.85,15.44,78.59,13.18
2038,6,135.84,27.42,14.02,20.72,121.45,13.4056666666667
2038,7,93.1,28.99,14.94,21.97,161.61,14.0435483870968
2038,8,56.89,29.23,15.54,22.38,172.61,13.6877419354839
2038,9,196.37,26.11,11.29,18.7,170.33,14.8113333333333
2038,10,56.45,17.87,3.98,10.93,120.27,13.8867741935484
2038,11,103.99,10.79,-0.2,5.29,69.93,10.9903333333333
2038,12,119.81,3.05,-7.9,-2.42,36.61,10.9529032258065
2039,1,56.94,3.05,-9.28,-3.12,25.09,12.3351612903226
2039,2,122.89,5.08,-6.32,-0.62,21.67,11.3996428571429
2039,3,85.48,7.6,-2.87,2.37,23.4,10.4777419354839
2039,4,172.33,16.85,3.47,10.16,43.16,13.3783333333333
2039,5,77.92,21.63,7.57,14.6,79.1,14.0529032258065
2039,6,120.37,28.51,14.84,21.68,95.06,13.6726666666667
2039,7,258.61,29.78,16.42,23.1,128.7,13.3558064516129
2039,8,160.57,29.04,16.15,22.6,157.24,12.8832258064516
2039,9,72.64,26.96,13.7,20.33,161.21,13.2616666666667
2039,10,108.56,17.27,3.26,10.26,127.35,14.008064516129
2039,11,29.94,13.1,-0.44,6.33,99.74,13.538
2039,12,46.61,6.36,-2.06,2.15,52.88,8.42161290322581
2040,1,14.93,-0.22,-12.25,-6.24,28.85,12.0290322580645
2040,2,64.76,4.56,-8.93,-2.18,27.9,13.4885714285714
2040,3,171.28,10.87,-0.8,5.04,29.14,11.6658064516129
2040,4,94.98,17.35,3.97,10.66,37.32,13.381
2040,5,125.64,20.56,6.77,13.66,49.3,13.7903225806452
2040,6,181.3,24.97,12.48,18.73,84.07,12.4933333333333
2040,7,143.95,27.99,16.16,22.08,89.31,11.8283870967742
2040,8,88.91,25.79,12.12,18.95,117.01,13.6716129032258
2040,9,168.32,24.29,10.51,17.4,141.69,13.779
2040,10,216.46,16.38,2.87,9.62,117.04,13.5112903225806
2040,11,172.14,10.86,2.06,6.46,87.25,8.8
2040,12,200.62,4.29,-6.33,-1.02,61.43,10.618064516129
2041,1,113.29,3.53,-7.87,-2.17,48.23,11.4090322580645
2041,2,30.05,2.46,-9.09,-3.32,35.4,11.5496428571429
2041,3,85.02,10.28,-1.08,4.6,36.71,11.3545161290323
2041,4,117.18,17.43,3.64,10.54,39.31,13.795
2041,5,169.08,18.67,5.95,12.31,38.48,12.7125806451613
2041,6,129.94,24.86,13.74,19.3,52.21,11.1193333333333
2041,7,89.35,29.89,16.06,22.97,98.76,13.8351612903226
2041,8,78.7,29.78,14.72,22.25,101.22,15.0638709677419
2041,9,412.68,24,12.24,18.12,106.07,11.7573333333333
2041,10,84.05,18.58,3.68,11.13,121.12,14.9058064516129
2041,11,46.08,11.82,0.47,6.14,93.67,11.3503333333333
2041,12,178.03,6.52,-3.58,1.47,74.25,10.1025806451613
2042,1,128.3,2.29,-9.83,-3.77,54.88,12.1170967741935
2042,2,89.09,5.75,-5.06,0.35,54.51,10.8121428571429
2042,3,117.47,8.97,-1.17,3.9,49.72,10.1409677419355
2042,4,37.63,16.13,3.15,9.64,48.1,12.9866666666667
2042,5,102.84,25.25,11,18.13,50.67,14.2564516129032
2042,6,197.88,23.22,10.84,17.03,43.93,12.3853333333333
2042,7,137.64,29.95,16.76,23.36,63.07,13.1877419354839
2042,8,169.88,26.76,13.28,20.02,90.42,13.4793548387097
2042,9,24.79,26.32,11.22,18.77,92.55,15.1013333333333
2042,10,229.02,18.39,5.25,11.82,92.46,13.1409677419355
2042,11,137.44,11.27,1.18,6.22,82.78,10.0956666666667
2042,12,84.65,3.95,-6.52,-1.29,62.04,10.4693548387097
2043,1,142.39,0.5,-12.38,-5.94,51.63,12.8870967741935
2043,2,58.5,2.54,-10.95,-4.2,56.1,13.485
2043,3,44.6,5.48,-6.23,-0.37,54.47,11.7061290322581
2043,4,73.36,14.73,1.93,8.33,67.26,12.8006666666667
2043,5,69.8,21.67,8.51,15.09,58.03,13.1541935483871
