year,month,precip,TMAX,TMIN,TAVG,ET,DIF
2043,6,214.79,26.67,13.67,20.17,51.15,13.0056666666667
2043,7,93.48,29.21,15.32,22.26,53.52,13.8909677419355
2043,8,66.67,29.52,16.08,22.8,62.79,13.4335483870968
2043,9,31.31,22.61,7.72,15.16,82.84,14.8913333333333
2043,10,92.93,17.91,5.37,11.64,67.88,12.5358064516129
2043,11,144.82,10.89,0.53,5.71,65.15,10.3546666666667
2043,12,62.93,3.74,-7.58,-1.92,57.94,11.3190322580645
2044,1,65.57,0.69,-10.74,-5.02,50.16,11.4364516129032
2044,2,142.19,1.5,-10.17,-4.34,55.76,11.6696428571429
2044,3,87.19,10.08,-2.78,3.65,86.42,12.8632258064516
2044,4,11.05,17.79,2.61,10.2,99.68,15.1866666666667
2044,5,149.18,20.25,6.89,13.57,82.48,13.3570967741935
2044,6,98.93,27.04,13.24,20.14,68.56,13.8013333333333
2044,7,189.13,28.67,14.5,21.58,55.37,14.1651612903226
2044,8,232.24,28.4,16.01,22.2,50.45,12.3825806451613
2044,9,27.25,26.03,11.6,18.81,58.69,14.432
2044,10,22.81,19.1,4.89,11.99,73.13,14.2067741935484
2044,11,110.51,12.72,1.98,7.35,53.68,10.7436666666667
2044,12,90.25,7.25,-3.88,1.69,55.99,11.1348387096774
2045,1,181.22,0.24,-9.21,-4.49,44.38,9.44838709677419
2045,2,35.95,4.22,-8.69,-2.23,64.95,12.9135714285714
2045,3,80.23,9.75,-2.34,3.71,90.64,12.0832258064516
2045,4,96.91,16.58,3.64,10.11,112.81,12.938
2045,5,75.26,22.76,8.57,15.67,115.14,14.1838709677419
2045,6,45.7,27.86,12.29,20.07,107.54,15.5776666666667
2045,7,64.87,30.35,15.31,22.83,76.64,15.0396774193548
2045,8,124.56,27.38,14.69,21.03,51.68,12.6932258064516
2045,9,67.74,24.01,9.3,16.65,47.36,14.71
2045,10,179.96,16.84,4.81,10.82,41.9,12.0309677419355
2045,11,86.81,9.9,-0.77,4.57,47.58,10.6716666666667
2045,12,80.12,3.93,-7.11,-1.59,35.07,11.0361290322581
2046,1,203.34,-0.05,-11.38,-5.72,35.03,11.3332258064516
2046,2,153.44,3.55,-6.85,-1.65,56.49,10.3982142857143
2046,3,181.27,10.34,-1.06,4.64,87.99,11.4032258064516
2046,4,104.17,20.14,5.36,12.75,142.42,14.7803333333333
2046,5,122.75,20.47,6.82,13.65,130.56,13.6551612903226
2046,6,94.12,27.33,14.76,21.05,125.84,12.575
2046,7,97.73,31.4,18.11,24.76,111.64,13.2964516129032
2046,8,136.07,31.16,17.76,24.46,75.26,13.4025806451613
2046,9,133.18,25.36,12.06,18.71,49.74,13.297
2046,10,115.36,18.09,5.2,11.65,37.9,12.8929032258065
2046,11,80.6,10.88,-0.56,5.16,32.78,11.4446666666667
2046,12,32.95,4.74,-4.7,0.02,35.65,9.4358064516129
2047,1,109.19,1.28,-9.14,-3.93,29.16,10.4212903225806
2047,2,87.13,2.84,-8.14,-2.65,43.23,10.9825
2047,3,102.29,9.46,-1.34,4.06,77.91,10.7996774193548
2047,4,219.66,14.6,1.72,8.16,108.17,12.8806666666667
2047,5,69.9,21.44,7.36,14.4,146.5,14.0777419354839
2047,6,224.04,23.39,10.79,17.09,139.17,12.6016666666667
2047,7,181.81,26.91,15.72,21.32,119.52,11.1867741935484
2047,8,153.17,27.33,14.62,20.97,99.42,12.7022580645161
2047,9,40.52,22.29,8.34,15.31,60.16,13.9503333333333
2047,10,91.3,17.48,4,10.74,39.14,13.4777419354839
2047,11,88.61,11.32,0.43,5.87,27.99,10.882
2047,12,164.57,3.96,-6.94,-1.49,22.73,10.9064516129032
2048,1,93.31,1.73,-10.29,-4.28,30.51,12.0138709677419
2048,2,149.62,4.27,-8.21,-1.97,36.43,12.4817857142857
2048,3,85.54,8.41,-4.06,2.17,60.74,12.4725806451613
2048,4,195.46,14.15,1.59,7.87,98.64,12.557
2048,5,101.33,21.92,7.19,14.56,144.2,14.7316129032258
2048,6,152.26,25.69,14.04,19.87,155.89,11.65
2048,7,104.41,27.54,15.75,21.65,152.2,11.7909677419355
2048,8,145.03,27.84,16.29,22.07,123.74,11.5451612903226
2048,9,77.83,24.39,10.78,17.58,93.91,13.6106666666667
2048,10,101.32,18.49,4.78,11.63,53,13.7022580645161
2048,11,313.92,10.26,0.77,5.52,26.84,9.49433333333333
2048,12,238.6,4.37,-6.47,-1.05,19.77,10.8451612903226
2049,1,89.53,0.9,-8.34,-3.72,18.06,9.24225806451613
2049,2,128.09,1.61,-10.41,-4.4,30.25,12.0175
2049,3,38.95,7.97,-2.82,2.58,43.57,10.7845161290323
2049,4,74.3,14.08,1.2,7.64,78.61,12.8746666666667
2049,5,128.14,20.22,6.89,13.56,124.14,13.3267741935484
2049,6,32.3,25.61,12.03,18.82,156.69,13.5823333333333
2049,7,75.78,29.01,15.59,22.3,178.16,13.4254838709677
2049,8,148.36,26.93,13.47,20.2,156.62,13.4593548387097
2049,9,80.16,25.74,12.22,18.98,123.52,13.5173333333333
2049,10,28.51,16.87,2.51,9.69,74.95,14.3638709677419
2049,11,180.22,10.97,-0.17,5.4,37.65,11.1326666666667
2049,12,27.05,3.54,-5.36,-0.91,18.82,8.90225806451613
2050,1,96.72,2.51,-8.9,-3.19,17.69,11.4141935483871
2050,2,116.12,2.9,-7.48,-2.29,21.09,10.3853571428571
2050,3,79.92,6.94,-3.78,1.58,41.32,10.7222580645161
2050,4,114.65,16.56,2.44,9.5,66.81,14.1206666666667
2050,5,153.04,20.16,7.71,13.93,96.41,12.4509677419355
2050,6,111.5,26.51,13.84,20.18,146.6,12.671
2050,7,131.95,27.63,14.68,21.15,162.78,12.9535483870968
2050,8,108.26,28.12,14.43,21.28,175.35,13.6964516129032
2050,9,47.68,23.86,9.44,16.65,146.97,14.419
2050,10,37.52,19.46,5.44,12.45,103.48,14.0241935483871
2050,11,281.99,9.37,-0.12,4.62,49.69,9.49166666666667
2050,12,186.23,3.75,-4.96,-0.6,24.69,8.71225806451613
2051,1,105.48,5.04,-7.33,-1.14,21.88,12.3667741935484
2051,2,34.37,1.39,-10.95,-4.78,16.4,12.3407142857143
2051,3,103.39,8.58,-2.16,3.21,29.06,10.7390322580645
2051,4,28,19.21,3.77,11.49,74.93,15.433
2051,5,98.56,21.72,6.24,13.98,81.43,15.4806451612903
2051,6,102.12,24.65,12.45,18.55,109.32,12.199
2051,7,155.78,29.86,17.37,23.61,158.69,12.4848387096774
2051,8,116.44,29.31,16.32,22.81,169.98,12.9935483870968
2051,9,34.38,23.65,10.71,17.18,152.58,12.9406666666667
2051,10,97.8,20.92,7.04,13.98,133.02,13.8761290322581
2051,11,129.82,9.89,0.06,4.97,65.23,9.83
2051,12,215.03,4.7,-5.34,-0.32,39.84,10.0383870967742
2052,1,33.78,2.35,-9.82,-3.74,23.86,12.1687096774194
2052,2,183.25,7.83,-6.24,0.79,26.05,14.0689285714286
2052,3,240.48,7.98,-3.43,2.27,24.31,11.4183870967742
2052,4,23.59,16.05,2.52,9.28,42.03,13.5216666666667
2052,5,80.52,24.81,10.26,17.54,87.78,14.5503225806452
2052,6,98.98,27.24,14.28,20.76,90.4,12.961
2052,7,64.24,29.34,14.93,22.13,130.51,14.4051612903226
2052,8,86.21,27.87,13.52,20.7,158.16,14.3525806451613
2052,9,129.07,23.77,10.12,16.94,149.04,13.6486666666667
2052,10,97.9,15.77,1.01,8.39,121.99,14.7606451612903
2052,11,69.37,10.27,-0.95,4.66,84.53,11.2193333333333
2052,12,73.91,1.75,-8.05,-3.15,41.89,9.79774193548387
2053,1,185.27,0.32,-9.66,-4.67,29.84,9.97387096774193
2053,2,217.8,3.75,-4.25,-0.25,24.16,8.00607142857143
2053,3,45.32,6.47,-5.26,0.6,23.55,11.7345161290323
2053,4,210.94,14.29,2.9,8.59,31.92,11.3896666666667
2053,5,122.64,21.63,7.45,14.54,51.39,14.1767741935484
2053,6,60.5,24.67,12.16,18.42,83.41,12.5066666666667
2053,7,100.85,28.32,15.27,21.8,93.17,13.0577419354839
2053,8,36.48,27.78,13.43,20.6,125.27,14.3493548387097
2053,9,88.4,23.82,9.94,16.88,140.13,13.8816666666667
2053,10,48.5,16.66,3.15,9.9,118.21,13.5035483870968
2053,11,164.09,10.74,1.3,6.02,88.72,9.43766666666667
2053,12,46.57,1.24,-10.96,-4.86,50.77,12.2009677419355
2054,1,44.14,0.41,-11.02,-5.3,38.59,11.4270967741935
2054,2,69.65,0.45,-11.18,-5.37,30.5,11.6246428571429
2054,3,24.38,9.61,-2.34,3.64,36.06,11.9564516129032
2054,4,123.05,15.29,2.43,8.86,35.71,12.8576666666667
2054,5,81.72,22.17,6.84,14.51,45.34,15.3332258064516
2054,6,109.16,27.57,12.8,20.19,61.6,14.7673333333333
2054,7,124.15,29.23,16.95,23.09,93.28,12.2706451612903
2054,8,63.84,29.16,14.25,21.71,99.35,14.9141935483871
2054,9,100.58,25.56,12.33,18.95,115.08,13.228
2054,10,67.8,18.59,6.2,12.39,115.27,12.3948387096774
2054,11,223.64,9.01,-0.96,4.02,80.01,9.96966666666667
2054,12,161.98,1.3,-7.79,-3.24,53.23,9.09645161290323
2055,1,228.08,1.83,-9.14,-3.65,52.66,10.9709677419355
2055,2,125.4,1.4,-12.01,-5.3,41.81,13.4153571428571
2055,3,123.23,9.75,-2.07,3.84,53.54,11.8258064516129
2055,4,239.12,13.76,1.97,7.87,42.87,11.792
2055,5,26.52,25,8.22,16.61,52.66,16.7806451612903
2055,6,175.42,26.17,13.64,19.91,47.84,12.532
2055,7,123.42,26.7,14.72,20.71,56.26,11.9845161290323
2055,8,195.56,27.69,15.43,21.56,89.73,12.2567741935484
2055,9,133.09,24.61,10.59,17.6,86.31,14.019
2055,10,124.33,16.21,2.2,9.2,87.04,14.0129032258065
2055,11,175.26,8.37,-1.59,3.39,72.52,9.95766666666667
2055,12,149,5.28,-4.99,0.15,66.8,10.2770967741935
2056,1,122.17,2.9,-8.27,-2.69,61.25,11.17
2056,2,84.44,4.8,-5.41,-0.31,62.78,10.2017857142857
2056,3,95.09,9.26,-0.89,4.19,63.98,10.1464516129032
2056,4,44.98,19.84,4.18,12.01,84.88,15.6643333333333
2056,5,220.7,21.53,9.34,15.44,56.44,12.1864516129032
2056,6,122.36,29.44,15.4,22.42,56.31,14.047
2056,7,71.1,29.9,16.79,23.35,53.4,13.1090322580645
2056,8,50.6,27.77,15.37,21.57,58.5,12.3996774193548
2056,9,134.47,24.1,9.44,16.77,86.21,14.6643333333333
2056,10,78.77,20.26,4.91,12.59,77.54,15.3564516129032
2056,11,41.96,10.12,-0.93,4.6,64.12,11.0516666666667
2056,12,220.42,5.97,-4.7,0.63,65.3,10.6716129032258
2057,1,136.26,4.94,-5.24,-0.15,65.39,10.1812903225806
2057,2,142.7,3.84,-5.39,-0.77,62.74,9.23464285714286
2057,3,160.2,10.21,-2.27,3.97,86.4,12.4806451612903
2057,4,128.95,17.22,4,10.61,94.36,13.2193333333333
2057,5,72.49,22.5,7.82,15.16,90.85,14.6835483870968
2057,6,150.05,27.42,16.32,21.87,64.28,11.096
2057,7,68.08,29.07,15.43,22.25,55.24,13.6345161290323
2057,8,170.17,27.81,14.62,21.22,50.8,13.1951612903226
2057,9,16.55,26.57,10.88,18.73,61.04,15.6843333333333
2057,10,94.06,19.23,4.6,11.91,74.02,14.6338709677419
2057,11,139.27,11.09,0.29,5.69,50.28,10.802
2057,12,99.37,6.24,-4.09,1.08,52.25,10.3329032258065
2058,1,26.5,3.01,-8.96,-2.98,55.62,11.9725806451613
2058,2,135.55,5.87,-5.39,0.24,70.29,11.2585714285714
2058,3,18.5,8.54,-3.69,2.43,85.77,12.2309677419355
2058,4,172.48,16.06,3.32,9.69,110.27,12.7433333333333
2058,5,191.4,22.27,12,17.13,102.25,10.2664516129032
2058,6,102.49,27.46,13.43,20.44,103.05,14.0276666666667
2058,7,53.7,32.67,18.8,25.73,78.85,13.8658064516129
2058,8,205.54,27.4,14.55,20.98,51.93,12.8516129032258
2058,9,56.64,24.79,10.44,17.62,48.09,14.351
2058,10,67.08,17.39,2.92,10.16,44.87,14.4658064516129
2058,11,180.44,10.65,1.33,5.99,47.28,9.31466666666667
2058,12,191.84,4.39,-4.82,-0.21,34.75,9.21032258064516
2059,1,59.4,0.36,-11.44,-5.54,36.26,11.7945161290323
2059,2,81.48,2.72,-7.97,-2.63,53.79,10.6903571428571
2059,3,119.42,9.72,-2.18,3.77,86.39,11.8974193548387
2059,4,39.55,18.62,2.81,10.71,137.45,15.8053333333333
2059,5,61.76,26.37,11.33,18.85,159.66,15.0367741935484
2059,6,122.17,24.73,11.64,18.19,118.94,13.0916666666667
2059,7,134.39,28.44,15.32,21.88,103.41,13.1248387096774
2059,8,51.18,29.53,14.89,22.21,74.48,14.6448387096774
2059,9,248.09,21.49,9.57,15.53,42.99,11.9186666666667
2059,10,32,18.11,3.76,10.93,39.01,14.3464516129032
2059,11,119.09,7.83,-2.67,2.58,27.87,10.501
2059,12,155.68,3.8,-5.51,-0.86,33.66,9.30322580645161
2060,1,90.92,1.64,-9.68,-4.02,30.19,11.3135483870968
2060,2,81.28,5.15,-6.16,-0.5,50.07,11.3014285714286
2060,3,23.81,9.17,-3.1,3.04,79.17,12.2774193548387
2060,4,56.28,14.38,0.58,7.48,109.04,13.802
2060,5,202.14,21.04,7.73,14.39,142.39,13.31
2060,6,156.3,26.16,12.5,19.33,154.15,13.654
2060,7,265.99,28.2,15.49,21.84,129.09,12.7058064516129
2060,8,169.09,27.6,15.74,21.67,97.8,11.8645161290323
2060,9,164.6,22.45,10.48,16.46,57.66,11.9696666666667
2060,10,312.8,17.68,5.64,11.66,38.19,12.0403225806452
2060,11,10.73,10.57,-1.02,4.77,27.54,11.5843333333333
2060,12,266.65,4.57,-4.04,0.27,22.36,8.60612903225806
2061,1,101.71,2.46,-9.51,-3.53,32.16,11.9664516129032
2061,2,37.7,1.81,-10.97,-4.58,30.76,12.7742857142857
2061,3,34.09,9.31,-4.78,2.26,64.87,14.0977419354839
2061,4,44.09,18.83,3.76,11.29,122.51,15.0756666666667
2061,5,111.42,21.4,7.47,14.44,139.69,13.9283870967742
2061,6,139.24,26.99,13.34,20.17,170.08,13.6506666666667
2061,7,239.32,29.41,15.64,22.53,168.1,13.7645161290323
2061,8,127.34,29.85,16.04,22.95,138.35,13.8138709677419
2061,9,28.3,27.98,14.32,21.15,103.54,13.6553333333333
2061,10,25.1,18.48,4.22,11.35,53.53,14.2548387096774
2061,11,47.2,9.49,-0.52,4.49,26.35,10.0143333333333
2061,12,62.51,2.37,-7.5,-2.57,17.15,9.86935483870968
2062,1,82.31,-0.14,-12.07,-6.1,17.05,11.9293548387097
2062,2,145.56,0.92,-11.07,-5.08,28.69,11.9867857142857
2062,3,82.57,8.05,-2.84,2.6,43.85,10.8912903225806
2062,4,84.2,13.67,0.93,7.3,77.15,12.7413333333333
2062,5,86.04,23.45,8.96,16.21,140.41,14.4951612903226
2062,6,99.16,26.73,13.11,19.92,161.62,13.6203333333333
2062,7,151.72,27.99,16.6,22.29,164.05,11.3883870967742
2062,8,34.99,28.6,14.51,21.55,166,14.0951612903226
2062,9,156.35,21.35,7.33,14.34,109.91,14.0133333333333
2062,10,123.61,17.56,4.1,10.83,75.58,13.4632258064516
2062,11,216.41,10.19,-0.72,4.74,36.2,10.9076666666667
2062,12,142.73,4.01,-6.45,-1.22,20.03,10.4577419354839
2063,1,35.38,-0.43,-13.14,-6.79,14.08,12.7148387096774
2063,2,119.99,3.93,-6.68,-1.37,22.59,10.6164285714286
2063,3,105.85,7.19,-5.31,0.94,43.15,12.5032258064516
2063,4,81.48,13.74,1.7,7.72,57.65,12.0373333333333
2063,5,184.61,20.65,8.8,14.72,96.38,11.8451612903226
2063,6,226.03,23.98,13.36,18.67,128.92,10.6233333333333
2063,7,146.53,28.31,16.18,22.25,161.9,12.1238709677419
2063,8,76.38,29.67,18.14,23.91,171.72,11.5290322580645
2063,9,246.61,21.8,7.91,14.85,136.76,13.896
2063,10,155.98,18.42,4.63,11.52,99.51,13.7977419354839
2063,11,59.83,13.12,2.92,8.02,59.34,10.2056666666667
2063,12,142.51,1.31,-8.81,-3.75,21.73,10.1132258064516
2064,1,148.36,3.65,-7.26,-1.81,19.73,10.9070967741935
2064,2,102.46,1.73,-7.98,-3.12,16.39,9.705
2064,3,122.54,6.24,-4.15,1.04,25.63,10.3893548387097
2064,4,198.04,14.52,2.63,8.57,59.22,11.891
2064,5,122.83,22.36,8.99,15.68,79.73,13.3758064516129
2064,6,140.98,26.21,12.35,19.28,118.87,13.858
2064,7,127.61,27.67,13.71,20.69,155.97,13.9606451612903
2064,8,122.8,28.31,15.33,21.82,165.77,12.9835483870968
2064,9,67.07,23.28,9.53,16.41,153.8,13.7493333333333
2064,10,41.02,18.75,4.7,11.73,124.37,14.0548387096774
2064,11,122.75,11,0.72,5.86,69.29,10.2756666666667
2064,12,82.72,2.13,-8.93,-3.4,34.46,11.0583870967742
2065,1,156.36,2.63,-6.78,-2.08,23.45,9.40354838709677
2065,2,86.72,4.61,-6.77,-1.08,21.07,11.3778571428571
2065,3,98.17,10.72,-2.6,4.06,28.6,13.3203225806452
2065,4,182.11,16.85,3.88,10.37,42.79,12.9613333333333
2065,5,295.94,24.19,10.76,17.47,84.19,13.4338709677419
2065,6,145.27,23.81,11.77,17.79,80.44,12.047
2065,7,134.22,27.99,15.43,21.71,120.62,12.5687096774194
2065,8,234.14,26.9,13.68,20.29,150.2,13.2222580645161
2065,9,244.02,22.54,10.99,16.76,136.39,11.55
2065,10,234.43,16.21,5.88,11.04,112.38,10.3245161290323
2065,11,75.79,11.53,0.42,5.98,89.03,11.1093333333333
2065,12,62.4,6.15,-5.12,0.52,56.18,11.2764516129032
2066,1,127.99,4.84,-5.42,-0.29,40.37,10.2674193548387
2066,2,25.87,5.8,-6.18,-0.19,29.65,11.9789285714286
2066,3,244.51,8.4,-1.81,3.29,25.17,10.2029032258065
2066,4,148.13,18.09,5.16,11.63,37.91,12.9236666666667
2066,5,220.8,18.45,6.56,12.51,44.09,11.8838709677419
2066,6,78.22,24.58,12.49,18.53,82.26,12.0886666666667
2066,7,115.94,29.04,15.5,22.27,96.01,13.5412903225806
2066,8,86.1,31.49,17.19,24.34,137.23,14.3022580645161
2066,9,87.88,26.22,11.39,18.81,152.89,14.8333333333333
2066,10,65.15,19.84,5.15,12.49,134.82,14.6932258064516
2066,11,151.39,12.08,1.82,6.95,96.1,10.2536666666667
2066,12,66.24,4.11,-5.74,-0.81,59.9,9.85032258064516
2067,1,142.98,0.34,-10.66,-5.16,38.28,10.9922580645161
2067,2,96.34,4.13,-7.23,-1.55,39.41,11.3610714285714
2067,3,229.51,8.54,-1.93,3.3,33.22,10.47
2067,4,43.86,15.63,1.61,8.62,36.95,14.0173333333333
2067,5,83.09,23.3,8.29,15.79,46.64,15.0029032258065
2067,6,58.72,28.35,14.15,21.25,62.11,14.206
2067,7,155.08,29.29,15.64,22.47,96.88,13.6516129032258
2067,8,82.69,29.09,15.87,22.48,95.38,13.221935483871
2067,9,294.95,24.76,14.37,19.56,103.69,10.3856666666667
2067,10,394.75,17.15,5.87,11.51,106.72,11.2741935483871
2067,11,91.42,12.03,-0.08,5.98,96.06,12.1073333333333
2067,12,72.64,2.87,-7.96,-2.54,60.88,10.8293548387097
2068,1,106.7,3.76,-6.24,-1.24,58.82,9.99806451612903
2068,2,30.2,3.24,-7.66,-2.21,47.02,10.9025
2068,3,98.21,11.11,-0.37,5.37,56.46,11.4745161290323
2068,4,93.68,16.8,4,10.4,49.08,12.8036666666667
2068,5,110.2,21.98,7.08,14.53,46.63,14.9051612903226
2068,6,284.87,26.47,14.5,20.48,47.48,11.9746666666667
2068,7,69.6,29.57,15.75,22.66,63.46,13.8158064516129
2068,8,123.6,29.36,15.41,22.39,97.73,13.9487096774194
2068,9,130.04,25.67,12.46,19.06,87.25,13.211
2068,10,157.2,18.29,4.34,11.31,93.62,13.9461290322581
2068,11,73.54,11.46,0.37,5.91,85.65,11.0933333333333
2068,12,70.13,3.76,-4.66,-0.45,58.48,8.42548387096774
2069,1,94.78,4.72,-6.19,-0.74,68.37,10.9174193548387
2069,2,112.9,5.59,-5.85,-0.13,67.18,11.4467857142857
2069,3,16.81,7.06,-4.05,1.5,58.77,11.1112903225806
2069,4,80.16,17.15,2.38,9.77,76.23,14.7746666666667
2069,5,76.21,24.16,9.18,16.67,64.91,14.9848387096774
2069,6,97.62,26.58,14.59,20.58,49.64,11.986
2069,7,148.49,27.44,15.65,21.54,48.42,11.7916129032258
2069,8,75.91,27.39,13.63,20.51,59.97,13.7603225806452
2069,9,310.7,23.18,11.22,17.2,78.81,11.958
2069,10,71.23,17.57,3.98,10.77,68.6,13.5932258064516
2069,11,116.1,13.03,1.32,7.18,73.59,11.7063333333333
2069,12,95.44,5.09,-4.69,0.2,61.04,9.77677419354839
2070,1,73.48,-0.31,-11.67,-5.99,46.23,11.3638709677419
2070,2,92.11,2.63,-9.97,-3.67,60.82,12.6021428571429
2070,3,189.22,8.54,-3.73,2.4,79.53,12.2732258064516
2070,4,184.88,15.76,2.75,9.25,89.13,13.0076666666667
2070,5,105.06,21.28,7.04,14.16,86.77,14.2390322580645
2070,6,388.4,24.37,13.43,18.9,59.03,10.9343333333333
2070,7,138.05,28.11,15.28,21.7,52.84,12.8245161290323
2070,8,80.92,27.59,14.87,21.23,49.91,12.7267741935484
2070,9,51.97,24.74,10.07,17.41,56.89,14.664
2070,10,119.52,15.16,3.87,9.51,59.76,11.2906451612903
2070,11,89.3,9.44,-1.35,4.05,46.74,10.7963333333333
2070,12,178.67,7.29,-3.83,1.73,56.08,11.1196774193548
2071,1,222.28,2.35,-7.38,-2.52,51.68,9.72290322580645
2071,2,148.31,4.61,-8.05,-1.72,66.44,12.6596428571429
2071,3,217.34,7.99,-2.93,2.53,81.49,10.9261290322581
2071,4,276.36,12.83,1.06,6.94,95.37,11.7673333333333
2071,5,126.62,22.68,9.5,16.09,112.41,13.1825806451613
2071,6,183.96,26.55,13.25,19.9,98.94,13.306
2071,7,170.02,30.52,17.43,23.98,73.53,13.0922580645161
2071,8,110.95,28.99,15.86,22.42,54.43,13.1232258064516
2071,9,169.48,23.22,8.22,15.72,46.53,15.003
2071,10,190.44,16.47,3.88,10.18,41.89,12.5909677419355
2071,11,188.56,12.16,2.32,7.24,51.15,9.83833333333333
2071,12,199.62,4.64,-5.4,-0.38,35.93,10.0377419354839
2072,1,70.21,2.24,-8.74,-3.25,41.53,10.9812903225806
2072,2,91.52,4.92,-7.22,-1.15,62.92,12.1421428571429
2072,3,58.79,9.91,-1.74,4.08,86.71,11.6496774193548
2072,4,148.85,17.31,3.09,10.2,128.03,14.2213333333333
2072,5,107.59,24.91,8.56,16.74,156.88,16.3448387096774
2072,6,91.31,27,12.72,19.86,130.01,14.2803333333333
2072,7,41.17,30.08,15.29,22.68,111.98,14.7841935483871
2072,8,195.23,28.02,15.19,21.6,68.65,12.8283870967742
2072,9,80.95,24.98,10.82,17.9,50.18,14.156
2072,10,72.77,16.85,1.77,9.31,37.73,15.08
2072,11,52.81,10.82,-1.4,4.71,33.2,12.22
2072,12,15.72,4.72,-6.65,-0.97,36.97,11.3751612903226
2073,1,149.83,0.95,-9.07,-4.06,28.31,10.0161290322581
2073,2,90.85,1.69,-10.91,-4.61,40.3,12.5925
2073,3,123.4,8.87,-0.69,4.09,73.42,9.5658064516129
2073,4,74.18,13.42,0.98,7.2,102.41,12.4456666666667
2073,5,77.33,20.71,6.52,13.61,143.46,14.1874193548387
2073,6,90.04,26.39,12.2,19.3,156.98,14.1856666666667
2073,7,66.58,29.58,15.46,22.52,138.43,14.1241935483871
2073,8,59.76,27.43,14.46,20.95,100.4,12.9729032258065
2073,9,57.47,23.65,8.45,16.05,64.19,15.1996666666667
2073,10,51.98,17.38,3.32,10.35,39.44,14.0596774193548
2073,11,89.12,10.21,-1.74,4.24,27.3,11.95
2073,12,51.68,2.78,-7.65,-2.43,20.94,10.4258064516129
2074,1,136.19,5.35,-6.18,-0.41,38.46,11.5370967741935
2074,2,110.57,8.99,-4.27,2.36,47.82,13.2664285714286
2074,3,92.78,9.6,-2.42,3.59,63.87,12.0248387096774
2074,4,62.71,16.3,2.15,9.23,110.26,14.1516666666667
2074,5,92.21,20.96,6.71,13.83,138.65,14.2516129032258
2074,6,71.71,29.95,15.41,22.68,187.17,14.541
2074,7,128.21,29.56,16.15,22.86,167.25,13.4058064516129
2074,8,313.13,28.84,14.92,21.88,135.2,13.9138709677419
2074,9,74.76,25.39,11.33,18.36,97.55,14.0623333333333
2074,10,43.92,16.18,2.88,9.53,48.48,13.3016129032258
2074,11,155.48,11.38,0.96,6.17,28.91,10.4223333333333
2074,12,199.49,2.14,-8.1,-2.98,17,10.2429032258065
2075,1,78.1,1.38,-9.58,-4.1,19.14,10.9632258064516
2075,2,84.84,7.25,-6.62,0.32,43.93,13.8664285714286
2075,3,204.9,9.47,-1.97,3.75,47.47,11.4445161290323
2075,4,80.94,14.76,2.64,8.7,79.44,12.119
2075,5,128.12,25.57,10.5,18.04,150.88,15.0712903225806
2075,6,76.37,26.78,13.73,20.25,159.61,13.049
2075,7,106.63,31.46,17.35,24.4,192.21,14.1087096774194
2075,8,84.07,31.09,16.9,24,176.91,14.1916129032258
2075,9,73.15,23.45,10.29,16.87,114.91,13.1613333333333
2075,10,156.73,15.88,2.9,9.39,70.46,12.9738709677419
2075,11,168.26,12.89,2.64,7.77,39.82,10.25
2075,12,139.73,3.95,-4.83,-0.44,19.22,8.78225806451613
2076,1,119.2,2.41,-7.21,-2.4,17.12,9.62258064516129
2076,2,12.9,2.55,-11.06,-4.25,21.09,13.6103571428571
2076,3,69.65,9.33,-3,3.17,47.93,12.3251612903226
2076,4,39.78,19.47,3.09,11.28,76.64,16.3763333333333
2076,5,136.06,21.14,7.21,14.18,102.76,13.9296774193548
2076,6,81.59,26.95,12.44,19.7,154.91,14.514
2076,7,124.13,30.24,16.98,23.61,175.15,13.2696774193548
2076,8,89.56,30.5,17.37,23.94,183.42,13.1370967741935
2076,9,331.88,23.66,10.62,17.14,141.73,13.0366666666667
